KRA?NI?UKOV K V KONSTANTIN VASILEVIC|U717.R9 K89|3|1350987|LC|1|1900-01-01|1963|MARC|NEVER|2000-11-08|NORMAL|rus|1900-01-01|B-ALF|1439898|37704205|1963|U|ALK9283BB|1999-06-28|PARTI?NO POLITICHESKAI?A RABOTA V SOVETSKIKH VOORUZHENNYKH SILAKH V GODY VELIKO? OTECHESTVENNO? VO?NY 001941 0019|0|a|000717 .R9  K89|NEVER|U
BELIKOV BORIS PAVLOVICH|QE431.5 .B432|3|1357659|LC|1|1900-01-01|1970|MARC|NEVER|2000-11-08|NORMAL|rus|1900-01-01|B-ALF|14988558|6794720|1970|QE|ALM2955BB|1999-07-19|UPRUGIE SVO?STVA PORODOOBRAZUI?USHCHIKH MINERALOV I GORNYKH POROD|0|a|000431.5 .B432|NEVER|Q
REICHLIN PIETRO|HC21 .E95 no.312|3|1373938|LC|1|1900-01-01|1987|MARC|NEVER|2000-11-08|NORMAL|eng|1900-01-01|B-ALF|1464022|22515614|1987|HC|ALQ2861BB|1999-09-07|OUTPUT INFLATION CYCLES IN AN ECONOMY WITH STAGGERED WAGE SETTING|0|a|000021 .E95  NO.000312|NEVER|H
STEGMULLER WOLFGANG|Q175 .S826 v.4, pt.1|8|1374216|LC|1|1900-01-01|1969-1984.|MARC|NEVER|2000-11-08|NORMAL|ger|1900-01-01|B-ALF|1464346|250052|1969|Q|ALQ3337BB|1999-09-07|PROBLEME UND RESULTATE DER WISSENSCHAFTSTHEORIE UND ANALYTISCHEN PHILOSOPHIE|0|a|000175 .S826  V.000004, PT.000001|NEVER|Q
TARN NATHANIEL|PR6070.A57 W56|2|1383267|LC|3|1900-01-01|1968|MARC|NEVER|2000-11-08|NORMAL|eng|1900-01-01|B-LILLY|1474896|459363|1968|PR|ALR8988BY|1999-09-29|WHERE BABYLON ENDS|0|a|006070 .A57  W56|NEVER|P
null|LB1575.5.J3 N68 v.1|4|1284057|LC|1|1900-01-01|1962|MARC|NEVER|2000-11-08|NORMAL|jpn|1992-10-16|B-ALF|1367993|25159267|1962|LB|AKX3215BB|1999-01-11|SENGO BUNGAKU KY?IKU KENKY?SHI|2|a|001575.5 .J3  N68  V.000001|NEVER|L
YE QIANYU 001907|NC1699.Y7 A5|3|1285419|LC|1|1900-01-01|1963|MARC|NEVER|2000-11-08|NORMAL|chi|1993-12-18|B-ALF|13090306|33952819|1963|NC|AKX5886BB|1999-01-14|WU TAI REN WU YE QIANYU SU XIE JI|1|a|001699 .Y7  A5|NEVER|N
null|TF197 .M68 v.1|3|1381143|LC|1|1900-01-01|1960-|MARC|NEVER|2000-11-08|NORMAL|eng|1997-03-29|B-ALF|1472617|912884|1960|TF|ALR5263BB|1999-09-23|MODEL RAILROADER CYCLOPEDIA|3|a|000197 .M68  V.000001|NEVER|T
TAFT WILLIAM H WILLIAM HOWARD 001857 001930|E660 .T2 1969 reel 236|237|1117388|LC|1|1900-01-01|1969|MARC|NEVER|2000-11-08|NORMAL|eng|1998-07-22|B-WELLS|1188789|25347133|1969|E|AJT9599BB|1998-01-26|WILLIAM H TAFT PAPERS|1|a|000660 .T2  1969  REEL 000236|NEVER|E
null|PL775 .T88 v.4|5|1161108|LC|1|1900-01-01|Sh?wa 51-52 [1976|MARC|NEVER|2000-11-08|NORMAL|jpn|1998-11-07|B-WELLS|1236262|11605403|1976|PL|AKA6688BB|1998-04-17|TSUCHI TO FURUSATO NO BUNGAKU ZENSH?|1|a|000775 .T88  V.000004|NEVER|P
OERTEL FRIEDRICH 001764 001807|BJ1533.H9 O2|3|1106210|LC|1|1900-01-01|1793|MARC|NEVER|2000-11-08|RESTRI|ger|1999-09-12|B-ALF|1176554|25878237|1793|BJ|AJS4233BB|1998-01-02|UEBER HUMANITAT EIN GEGENSTUCK ZU DES PRASIDENTEN VON KOTZEBUE SCHRIFT VOM ADEL|0|a|001533 .H9  O2|NEVER|B
TAVENER JOHN TIGER|M998.T18 T5 c.30|13|1376276|LC|1|1900-01-01|c1988.|MUSIC|NEVER|2000-11-08|_PEDSL|eng|1999-11-24|B-MUSIC|1466919|22194204|1988|M|ALQ7322BM|1999-09-14|TIGER FOR UNACCOMPANIED CHORUS SATB|1|c|000998 .T18  T5  C.000030|NEVER|M
EASON W J E|DU600 .E13|3|1210713|LC|1|1900-01-01|[1951]|MARC|NEVER|2000-11-08|NORMAL|spa|1999-12-09|B-ALF|1289518|6540842|1951|DU|AKH8510BB|1998-07-08|SHORT HISTORY OF ROTUMA|1|a|000600 .E13|NEVER|D
null|BL2216.2 .S516 1981 v.3|3|1396695|LC|1|1900-01-01|Sh?wa 56-Sh?wa 61|MARC|NEVER|2000-11-08|NORMAL|jpn|2000-01-31|B-WELLS|1489524|13909065|1981|BL|BAA1907BB|1989-10-27|SHINT? TAIKEI SHUHEN|1|a|002216.2 .S516  1981  V.000003|NEVER|B
ISHIKAWA JUN 001899 001987|PL830.S5 1961 v.5|6|1176607|LC|1|1900-01-01|Sh?wa 36-37 [1961|MARC|NEVER|2000-11-08|NORMAL|jpn|2000-06-08|B-WELLS|1253067|27891718|1961|PL|AKC9885BB|1998-05-14|ISHIKAWA JUN ZENSH?|1|a|000830 .S5  1961  V.000005|NEVER|P
null|HA4621 .T66 1997-1998|3|1302894|LC|1|1900-01-01|null|SERI|NEVER|2000-11-08|PERIOD|jpn|2000-06-29|B-ALF|14839151|34603317|1995|HA|ALA5785BB|1999-02-18|T?KEI DE MIRU NIHON|1|a|004621 .T66  001997-001998|NEVER|H
MA DAOYUAN|PL2268 .J36|3|1199884|LC|1|1900-01-01|Minguo 49 [1|MARC|NEVER|2000-11-08|NORMAL|chi|2000-10-05|B-ALF|13079913|15554231|1960|PL|AKG3185BB|1998-06-18|RIBEN HAN XUE YAN JIU LUN WEN JI|0|a|002268 .J36|NEVER|P
YOSHIYA NOBUKO 001896 001973|PL842.O77 Z475 1998|2|1217918|LC|1|1900-01-01|1998|MARC|NEVER|2000-11-08|NORMAL|jpn|2000-10-14|B-WELLS|7588410|39471119|1998|PL|AKJ8044BB|1998-07-21|YOSHIYA NOBUKO|2|a|000842 .O77  Z475  1998|NEVER|P
MAINE EDUCATION COUNCIL|LB2826.M2 M34 1973|3|1288737|LC|1|1900-01-01|1973]|MARC|NEVER|2000-11-08|NORMAL|eng|2009-07-20|B-ALF|1372959|798407|1973|LB|AKY1342BB|1999-01-22|FULL FUNDING OF EDUCATION AN IDEA WHOSE TIME HAS COME A REPORT PREPARED FOR THE 000106TH MAINE LEGISLATURE JANUARY 000|0|a|002826 .M2  M34  1973|NEVER|L
null|DS754 .C53263 1986 v.4|12|1400041|LC|1|1900-01-01|Minguo 75-<79   >|MARC|NEVER|2000-11-08|NORMAL|chi|2010-04-08|B-WELLS|13080146|17321421|1986|DS|BAA5303BB|1989-10-27|QING SHI GAO JIAO ZHU|0|a|000754 .C53263  1986  V.000004|NEVER|D
null|ML197 .O15|2|1451304|LC|1|1900-01-01|1980|MARC|NEVER|2000-11-08|NORMAL|rus|2011-03-02|B-MUSIC|1548721|8495436|1980|ML|BAF7442BM|1989-10-27|MUZYKE STATI MOLODYKH MUZYKOVEDOV|0|a|000197 .O15|NEVER|M
OREN A|PJ3085 .O664|2|1210635|LC|1|1900-01-01|[1972 or 3] 733|MARC|NEVER|2000-11-08|NORMAL|yid|2011-06-22|B-WELLS|1289439|23565850|1972|PJ|AKH8384BB|1998-07-08|KETOVOT SHEMIYOT MAARAVIYOT|0|a|003085 .O664|NEVER|P
CARROLL D H DAVID H YULETIDE FANTASY|M457.2.C29 Y8|2|1467412|LC|1|1900-01-01|197-]|MUSIC|NEVER|2000-11-08|NORMAL|N/A|2014-11-08|B-MUSIC|1566608|3085912|1970|M|BAH4193BM|1989-10-27|YULETIDE FANTASY|1|c|000457.2 .C29  Y8|NEVER|M
HAYDN JOSEPH 001732 001809 NOCTURNES H II 000031 C MAJOR|M962.H416 N7 no. 4|2|1458412|LC|1|1900-01-01|c1979.|MUSIC|NEVER|2000-11-08|NORMAL|N/A|2015-01-18|B-MUSIC|1556642|6586916|1979|M|BAG4863BM|1989-10-27|NOTTURNO NO 000004 IN C HOB II000031|0|c|000962 .H416  N7  NO. 000004|NEVER|M
KOBAYASHI TADASHI 001941|ND1053.5 .K613 1983|2|1395992|LC|1|2001-05-04|Sh?wa 58 [1983]|MARC|Inactive|2000-11-08|NORMAL|jpn|2001-06-24|B-WELLS|1488718|10779170|1983|ND|BAA1190BB|1989-10-27|EDO KAIGA SHIRON|8|a|001053.5 .K613  1983|Inactive|N
HERMANN RUTH|E99.P2 H55|3|1182807|LC|1|2003-10-20|1972|MARC|Inactive|2000-11-08|NORMAL|eng|2003-11-23|B-ALF|1259695|590783|1972|E|AKD8781BB|1998-05-26|PAIUTES OF PYRAMID LAKE A NARRATIVE CONCERNING A WESTERN NEVADA INDIAN TRIBE|3|a|000099 .P2  H55|Inactive|E
CHERUBINI LUIGI 001760 001842 REQUIEMS NO 000001 C MINOR PIANO VOCAL SCORE ENGLISH LATIN|M998.C523 R4 c.12|14|1466019|LC|1|2004-09-06|[19--]|MUSIC|Inactive|2000-11-08|DAY14|lat|2003-12-08|B-MUSIC|1565015|4759779|1900|M|BAH2744BM|1989-10-27|REQUIEM MASS IN C MINOR FOR FOUR PART CHORUS OF MIXED VOICES WITH PIANO ACCOMPANIMENT|3|c|000998 .C523  R4  C.000012|Inactive|M
SABA GUIDO|PQ1933 .S235 1999|2|1390009|LC|1|2005-11-23|1999|MARC|Inactive|2000-11-08|NORMAL|fre|2005-12-28|B-WELLS|1482364|41505473|1999|PQ|ALT0173BB|1999-10-14|THEOPHILE DE VIAU UN POETE REBELLE|8|a|001933 .S235  1999|Inactive|P
JABR? JABR? IBR?H?M|PJ7840.A322 M22|3|1318076|LC|1|2005-11-28|[1960]|MARC|Inactive|2000-11-08|NORMAL|eng|2005-11-29|B-ALF|1404164|1843259|1960|PJ|ALD2805BB|1999-03-26|HUNTERS IN A NARROW STREET|2|a|007840 .A322  M22|Inactive|P
WHITAKER JOE RUSSELL|F574.N3 W5|2|1203395|LC|1|2006-04-06|1931]|MARC|Inactive|2000-11-08|NORMAL|eng|2006-05-05|B-WELLS|1281802|11380636|1931|F|AKG8169BB|1998-06-24|NEGAUNEE MICHIGAN AN URBAN CENTER DOMINATED BY IRON MINING|2|a|000574 .N3  W5|Inactive|F
HAYDN JOSEPH 001732 001809 MASSES H XXII 000010 BB MAJOR VOCAL SCORE|M998.H416 M3 H. XXII, 10 c.14|16|1451548|LC|1|2007-01-23|1962|MUSIC|Inactive|2000-11-08|_PEDSL|lat|2007-04-24|B-MUSIC|1549007|8559087|1962|M|BAF7693BM|1989-10-27|MISSA STI BERNARDI VON OFFIDA HEILIGMESSE|3|c|000998 .H416  M3  H. XXII, 10  C.000014|Inactive|M
CARRE ANTOINE LIVRE DE GUITARRE|M126.C37 L4|2|1470362|LC|1|2007-01-24|1977|MUSIC|Inactive|2000-11-08|NORMAL|fre|2014-06-03|B-MUSIC|1569988|3625057|1977|M|BAH7257BM|1989-10-27|LIVRE DE GUITARRE CONTENANT PLUSIEURS PIECES AVEC LA MANIERE DE TOUCHER SUR LA PARTIE OU BASSE CONTINUE|23|c|000126 .C37  L4|Inactive|M
SHIGA NAOYA 001883 001971|PL816.H5 A23 1992|2|1146351|LC|1|2007-02-03|1992, c1987.|MARC|Inactive|2000-11-08|NORMAL|eng|2009-07-24|B-WELLS|1220281|27769207|1992|PL|AJY5611BB|1998-03-25|PAPER DOOR AND OTHER STORIES|10|a|000816 .H5  A23  1992|Inactive|P
OKRI BEN|PR9387.9.O394 I54 1998|2|1252812|LC|1|2008-05-07|1998|MARC|Inactive|2000-11-08|NORMAL|eng|2008-06-29|B-WELLS|1334470|39979169|1998|PR|AKQ6614BB|1998-10-02|INFINITE RICHES|17|a|009387.9 .O394  I54  1998|Inactive|P
WILLIAMS WINTON E|HG3752.7.U6 W55 1998|3|1252984|LC|1|2008-06-04|c1998.|MARC|Inactive|2000-11-08|NORMAL|eng|2008-06-04|B-ALF|1334650|37608230|1998|HG|AKQ6930BB|1998-10-02|GAMES CREDITORS PLAY COLLECTING FROM OVEREXTENDED CONSUMERS|2|a|003752.7 .U6  W55  1998|Inactive|H
WHYTE DONALD|CS2375.S65 W49 1996|3|1105104|LC|1|2008-07-23|1996|MARC|Inactive|2000-11-08|NORMAL|eng|2014-04-07|B-WELLS|1175355|37837739|1996|CS|AJS2753BB|1997-12-24|SCOTTISH FORENAMES THEIR ORIGINS AND HISTORY|9|a|002375 .S65  W49  1996|Inactive|C
NORTHOF LEVOLD VON 001278 001358|DD125 .G3 v.99|2|1336565|LC|1|2008-10-20|1955|MARC|Inactive|2000-11-08|NORMAL|ger|2008-12-29|B-WELLS|1424064|2910126|1955|DD|ALG9374BB|1999-05-10|CHRONIK DER GRAFEN VON DER MARK|0|a|000125 .G3  V.000099|Inactive|D
null|D210 .A336|2|1332634|LC|1|2009-02-12|1964|MARC|Inactive|2000-11-08|NORMAL|rus|2009-04-05|B-WELLS|1419643|6616279|1964|D|ALG1578BB|1999-04-28|MEZHDUNARODNYE OTNOSHENII?A POLITIKA DIPLOMATII?A XVI XX VEKA SBORNIK STATE? K 000080 LETII?U AKADEMIKA I M MA?SK|0|a|000210 .A336|Inactive|D
JOVER ZAMORA JOSE MARIA|DP184 .J8|2|1170447|LC|1|2009-03-23|1949|MARC|Inactive|2000-11-08|NORMAL|spa|2009-04-30|B-WELLS|1246415|1683700|1949|DP|AKC0498BB|1998-05-01|001635 I E MIL SEISCIENTOS TREINTA Y CINCO HISTORIA DE UNA POLEMICA Y SEMBLANZA DE UNA GENERACION|1|a|000184 .J8|Inactive|D
FENG YOULAN 001895 001990|B5234 .F4 1985 v. 2|4|1399468|LC|1|2009-07-05|1985-<1994   >|MARC|Inactive|2000-11-08|NORMAL|chi|2009-08-27|B-WELLS|14240223|15692832|1985|B|BAA4725BB|1989-10-27|SAN SONG TANG QUAN JI|15|a|005234 .F4  1985  V. 000002|Inactive|B
null|GR182.F6 K94 1997|2|1311390|LC|1|2009-07-06|c1997.|MARC|Inactive|2000-11-08|NORMAL|fry|2009-08-11|B-WELLS|1397105|40331367|1997|GR|ALC1246BB|1999-03-10|KWEADE WIIF FAN HYLPEN IN FERHALETOCHT TROCH FRYSLAN OAN E HAN FAN SECHSTICH FOLKSFERHALEN|0|a|000182 .F6  K94  1997|Inactive|G
LUCHNIKOV SVETOSLAV|PG1038.22.L84 O88 1999|2|1390557|LC|1|2009-09-21|1999|MARC|Inactive|2000-11-08|NORMAL|bul|2009-10-31|B-WELLS|1482982|43436001|1999|PG|ALT1054BB|1999-10-15|OTV?D NISHTOTO|1|a|001038.22 .L84  O88  1999|Inactive|P
BARTOK BELA 001881 001945|ML410.B2 A37|2|1221724|LC|1|2009-09-28|1955|MARC|Inactive|2000-11-08|NORMAL|hun|2011-03-10|B-MUSIC|1301196|12411081|1955|ML|AKK3483BM|1998-07-27|BARTOK BELA LEVELEI MAGYAR ROMAN SZLOVAK DOKUMENTOK ATNEZTE IFJ BARTOK BELA|27|a|000410 .B2  A37|Inactive|M
RUPP, I. DANIEL|F518 .R9|2|1204369|LC|1|2009-12-08|1836|MARC|Inactive|2000-11-08|NORMAL|eng|2009-12-08|B-WELLS|1282832|1628294|1836|F|AKG9424BB|1998-06-25|THE GEOGRAPHICAL CATECHISM OF PENNSYLVANIA, AND THE WESTERN STATES;|1|a|000518 .R9|Inactive|F
MCMILLAN ALAN D ALAN DANIEL 001945|E99.N85 M36 1999|2|1334972|LC|1|2010-05-03|1999|MARC|Inactive|2000-11-08|NORMAL|eng|2010-05-04|B-WELLS|1422250|40538975|1999|E|ALG6166BB|1999-05-04|SINCE THE TIME OF THE TRANSFORMERS THE ANCIENT HERITAGE OF THE NUU CHAH NULT DITIDAHT AND MAKAH|4|a|000099 .N85  M36  1999|Inactive|E
TEXT RETRIEVAL CONFERENCE 000003RD 001994 GAITHERSBURG MD|QA76.9.T48 1994|2|1306887|LC|1|2010-12-17|1995|MARC|Inactive|2000-11-08|NORMAL|eng|2010-12-29|B-WELLS|1392359|34080098|1995|QA|ALB3187BB|1999-03-01|OVERVIEW OF THE THIRD TEXT RETRIEVAL CONFERENCE TREC 000003|3|a|000076.9 .T48  1994|Inactive|Q
AMPONSAH KWABENA|PL8423.6 .A476 1996|2|1114467|LC|1|2011-05-31|1996|MARC|Inactive|2000-11-08|NORMAL|nic|2011-07-06|B-WELLS|1185616|41966291|1996|PL|AJT5821BB|1998-01-21|BIIG MMOAD O MA BI ISIM NA SUM SIEM|0|a|008423.6 .A476  1996|Inactive|P
LULLY JEAN BAPTISTE 001632 001687 BELLEROPHON|M1500.L96 B4|2|1284604|LC|1|2011-10-31|c1998.|MUSIC|Inactive|2000-11-08|NORMAL|fre|2015-03-30|B-MUSIC|1368603|40569681|1998|M|AKX4229BM|1999-01-12|BELLEROPHON TRAGEDIE MISE EN MUSIQUE|2|c|001500 .L96  B4|Inactive|M
null|N6494.E27 P47 1996|2|1231760|LC|1|2012-01-25|c1996.|MARC|Inactive|2000-11-08|NORMAL|eng|2012-04-03|B-FINEA|1311924|36038040|1996|N|AKL9202BB|1998-08-13|PERFECT UNITY SCULPTORS AND LIVING FORMS 001990 001994|17|a|006494 .E27  P47  1996|Inactive|N
null|HC830 .E377 1998|3|1146558|LC|1|2012-03-08|1997|MARC|Inactive|2000-11-08|NORMAL|eng|2012-04-15|B-WELLS|1220499|37588391|1998|HC|AJY5900BB|1998-03-25|EGYPT IN THE GLOBAL ECONOMY STRATEGIC CHOICES FOR SAVINGS INVESTMENTS AND LONG TERM GROWTH|13|a|000830 .E377  1998|Inactive|H
PIRENNE HENRI 001862 001935|D121 .P66|2|1369767|LC|1|2012-09-10|1954|MARC|Inactive|2000-11-08|NORMAL|eng|2012-10-22|B-WELLS|1459658|36641791|1954|D|ALP5068BB|1999-08-23|MOHAMMED AND CHARLEMAGNE|19|a|000121 .P66|Inactive|D
TEKIN TALAT 001927|PL22 .T44 1997|2|1136664|LC|1|2013-08-23|1997|MARC|Inactive|2000-11-08|NORMAL|tur|2013-08-23|B-WELLS|1209882|38172941|1997|PL|AJX2224BB|1998-03-09|TARIH BOYUNCA TURKCENIN YAZIMI|10|a|000022 .T44  1997|Inactive|P
HSIANG WU YI 001937|QA387 .H77 2000|2|1253224|LC|1|2013-08-30|c2000.|MARC|Inactive|2000-11-08|NORMAL|eng|2015-10-04|B-SWAIN|1334909|39147816|2000|QA|AKQ7501BB|1998-10-02|LECTURES ON LIE GROUPS|16|a|000387 .H77  2000|Inactive|Q
BERKELEY MANUSCRIPT.|MT5.5 .B4713|2|1439635|LC|2|2014-01-26|c1984.|MARC|Inactive|2000-11-08|NORMAL|eng|2015-08-13|B-MUSIC|1535229|10751739|1984|MT|BAE5060BM|1989-10-27|BERKELEY MANUSCRIPT UNIVERSITY OF CALIFORNIA MUSIC LIBRARY MS 000744 OLIM PHILLIPPS 004450|34|a|000005.5 .B4713|Inactive|M
DIAZ BESSONE RAMON GENARO|F2849.2 .D553 1996|2|1096807|LC|1|2014-04-12|1996|MARC|Inactive|2000-11-08|NORMAL|spa|2014-05-17|B-WELLS|1166427|35662072|1996|F|AJR0602BB|1997-12-02|TESTIMONIO DE UNA DECADA|20|a|002849.2 .D553  1996|Inactive|F
null|P106 .W663 1999|2|1291713|LC|1|2014-08-24|1999|MARC|Active|2000-11-08|NORMAL|eng|2014-09-06|B-WELLS|1376125|40395530|1999|P|AKY6239BB|1999-01-27|WORKINGS OF LANGUAGE FROM PRESCRIPTIONS TO PERSPECTIVES|13|a|000106 .W663  1999|Active|P
null|DG70.A1 R66 1997|2|1118819|LC|1|2014-12-18|1997|MARC|Active|2000-11-08|NORMAL|eng|2015-12-21|B-WELLS|1190323|37175606|1997|DG|AJU1658BB|1998-01-28|ROMAN URBANISM BEYOND THE CONSUMER CITY|25|a|000070 .A1  R66  1997|Active|D
null|M1378 .M3 v.5|5|1467699|LC|1|2014-12-19|[1919]|MUSIC|null|2000-11-08|NORMAL|eng|2015-05-07|B-MUSIC|1566936|3124579|1919|M|BAH4491BM|1989-10-27|MASTER SERIES FOR THE YOUNG|8|c|001378 .M3  V.000005|Inactive|M
TAVENER JOHN SONG FOR ATHENE|M998.T18 S6 c.25|26|1121429|LC|1|2015-11-07|[1997], c199|MUSIC|null|2000-11-08|_PEDSL|eng|2015-12-17|B-MUSIC|1193192|38306916|1997|M|AJU5291BM|1998-02-02|SONG FOR ATHENE ALLELUIA MAY FLIGHTS OF ANGELS SING THEE TO THY REST FOR UNACCOMPANIED CHOIR SATB|4|c|000998 .T18  S6  C.000025|Inactive|M
YEHOSHUA ABRAHAM B|PJ5054.Y42 M952|2|1339736|LC|2|2015-11-10|1970|MARC|Active|2000-11-08|NORMAL|eng|2015-11-10|B-WELLS|1427554|90401|1970|PJ|ALH6163BB|1999-05-20|THREE DAYS AND A CHILD|9|a|005054 .Y42  M952|Active|P
BRUCH MAX 001838 001920 KOL NIDREI ARRANGED|M238.B84 K6 1980|2|1458870|LC|1|2015-12-17|[c1980]|MUSIC|null|2000-11-08|NORMAL|eng|2015-12-22|B-MUSIC|1557148|6681557|1980|M|BAG5340BM|1989-10-27|KOL NIDREI OP 000047|20|c|000238 .B84  K6  1980|Inactive|M
GUARNIERI CAMARGO 001907 001993 TOCCATA PIANO|M25.G88 T62|2|1461154|LC|1|2015-12-21|c1947.|MUSIC|null|2000-11-08|NORMAL|zxx|2015-12-21|B-MUSIC|1559674|5351462|1947|M|BAG7714BM|1989-10-27|TOCCATA FOR PIANO SOLO|6|c|000025 .G88  T62|Inactive|M
null|PJ8274 .T48 1981 v.1|4|1536769|LC|1|1900-01-01|[l981]|MARC|NEVER|2000-11-09|NORMAL|ara|1900-01-01|B-ALF|11076168|11259854|1981|PJ|BBM1446BB|1989-12-15|THAWRAH AL JAZ?IR?YAH F? AL SHIR AL IR?Q?|0|a|008274 .T48  1981  V.000001|NEVER|P
IDR?S Y?SUF|PJ7838.D7 .M5 1984|3|1528040|LC|1|1900-01-01|1984|MARC|NEVER|2000-11-09|NORMAL|ara|1900-01-01|B-ALF|1629714|12095822|1984|PJ|BBK9006BB|1989-12-15|MIKHA??A??N|0|a|007838 .D7  .M5  1984|NEVER|P
HEJCMAN PAVEL|PG5038.H347 H6|3|1523626|LC|1|1900-01-01|1969|MARC|NEVER|2000-11-09|NORMAL|cze|1900-01-01|B-ALF|1625249|11872283|1969|PG|BBK2798BB|1989-12-15|HODINA OPO?D?NYCH CHODC? KRIMINALNI P?IB?H|0|a|005038 .H347  H6|NEVER|P
null|D849.5 .K74|3|1668884|LC|1|1900-01-01|1981|MARC|NEVER|2000-11-09|NORMAL|dan|1900-01-01|B-ALF|1771921|8670075|1981|D|BCF4293BB|1989-12-15|KRIG ELLER FRED TEMANUMMER OM SIKKERHEDSPOLITIK|0|a|000849.5 .K74|NEVER|D
BENNETT CHARLES E 001910 002003|F314 .B39|3|1702346|LC|1|1900-01-01|1981, c1982.|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1805565|7554385|1981|F|BCL3160BB|1989-12-15|FLORIDAS FRENCH REVOLUTION 001793 001795|0|a|000314 .B39|NEVER|F
BRENNAN E JAMES|HF5549.5.J62 B725|3|1537182|LC|1|1900-01-01|1983|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1639024|11273884|1983|HF|BBM2046BB|1989-12-15|JOB EVALUATION PRACTICES AND THEIR IMPACT ON EQUITABLE PAY FOR WOMEN|0|a|005549.5 .J62  B725|NEVER|H
RYDON JOAN|JQ4054 .R92 1986|3|1583079|LC|1|1900-01-01|1986|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|13274825|14037055|1986|JQ|BBT6447BB|1989-12-15|FEDERAL LEGISLATURE THE AUSTRALIAN COMMONWEALTH PARLIAMENT 001901 001980|0|a|004054 .R92  1986|NEVER|J
BJUR WESLEY E|LA556 .B58 1967a|3|1889321|LC|1|1900-01-01|1967|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1993841|2610590|1972|LA|BDT9715BB|1989-12-15|TECHNICAL ASSISTANCE AND INSTITUTION BUILDING A UNIVERSITY EXPERIENCE IN BRAZIL|0|a|000556 .B58  1967A|NEVER|L
HOKAN YUMAN LANGUAGES WORKSHOP 00197|PM1343 .H6 1977|3|1801676|LC|1|1900-01-01|1977|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1905601|4490637|1977|PM|BDB9624BB|1989-12-15|PROCEEDINGS OF THE 001977 HOKAN YUMAN LANGUAGES WORKSHOP HELD AT UNIVERSITY OF UTAH SALT LAKE CITY JUNE 000021 000023|0|a|001343 .H6  1977|NEVER|P
CROWN MR JOHN 001640 001712|PR3388 .C2 1873 v.3|8|1962913|LC|1|1900-01-01|1873-74.|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|2068222|757501|1873|PR|BET9003BB|1989-12-15|DRAMATIC WORKS OF JOHN CROWNE|0|a|003388 .C2  1873  V.000003|NEVER|P
LINDSAY JACK 001900 001990|PR9619.3.L48 B55 1985|3|1540826|LC|1|1900-01-01|1985|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|16516823|11399511|1985|PR|BBM6899BB|1989-12-15|BLOOD VOTE|0|a|009619.3 .L48  B55  1985|NEVER|P
TOMLINSON RAWDON 001947|PS3570.O48 T6 1980|3|1720700|LC|1|1900-01-01|[1980] c1979|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1823906|6042771|1980|PS|BCP2716BB|1989-12-15|TOUCHING THE DEAD POEMS|0|a|003570 .O48  T6  1980|NEVER|P
WHITTEMORE REED 001919 002012|PS3545.H874 A6 1982|3|1675374|LC|1|1900-01-01|c1982.|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1778491|8805768|1982|PS|BCG3195BB|1989-12-15|FEEL OF ROCK POEMS OF THREE DECADES|0|a|003545 .H874  A6  1982|NEVER|P
PANNONIAN SYMPOSIUM ON MATHEMATICAL|QA276.A1 P36 1983 v.2|4|1567511|LC|1|1900-01-01|c1985.|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1669763|12312084|1985|QA|BBR4937BB|1989-12-15|PROCEEDINGS OF THE 000004TH PANNONIAN SYMPOSIUM ON MATHEMATICAL STATISTICS BAD TATZMANNSDORF AUSTRIA 000004 000010 SEP|0|a|000276 .A1  P36  1983  V.000002|NEVER|Q
GIBSON GLENN A|QA76.5 .G49 1987|3|1602053|LC|1|1900-01-01|c1987.|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1704688|14931766|1987|QA|BBW3201BB|1989-12-15|MICROCOMPUTERS FOR ENGINEERS AND SCIENTISTS|0|a|000076.5 .G49  1987|NEVER|Q
DAKIN WILLIAM J WILLIAM JOHN 001883|QH95.7 .D135|3|1903353|LC|1|1900-01-01|1976|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|2008087|2899409|1976|QH|BDW5448BB|1989-12-15|AUSTRALIAN SEASHORES A GUIDE FOR THE BEACH LOVER THE NATURALIST THE SHORE FISHERMAN AND THE STUDENT|0|a|000095.7 .D135|NEVER|Q
MCGHIE ANDREW|RT86 .M24 1979|3|1769949|LC|1|1900-01-01|1979|MARC|NEVER|2000-11-09|NORMAL|eng|1900-01-01|B-ALF|1873719|5556435|1979|RT|BCX0064BB|1989-12-15|PSYCHOLOGY AS APPLIED TO NURSING|0|a|000086 .M24  1979|NEVER|R
